TOTAL,Código de unidad,Código de entidad,Código de sector,Unidad,Sector,Entidad,Cuenta,Cuenta_n,Subcuenta,Subcuenta_n,Objeto,Objeto_n,Ordinal,Ordinal_n,Tipo de gasto
2800620677.0,10101,101,1,SENADO DE LA REPUBLICA,Congreso de la república,Congreso de la república,SERVICIO DE LA DEUDA PÚBLICA INTERNA,10,FONDO DE CONTINGENCIAS,04,APORTES AL FONDO DE CONTINGENCIAS,01,,,Deuda
29365761913.0,10101,101,1,SENADO DE LA REPUBLICA,Congreso de la república,Congreso de la república,,,,,,,,,Inversión
295608391955.0,10102,101,1,CAMARA DE REPRESENTANTES,Congreso de la república,Congreso de la república,GASTOS DE PERSONAL,01,PLANTA DE PERSONAL PERMANENTE,01,SALARIO,01,,,Funcionamiento
114073858800.0,10102,101,1,CAMARA DE REPRESENTANTES,Congreso de la república,Congreso de la república,GASTOS DE PERSONAL,01,PLANTA DE PERSONAL PERMANENTE,01,CONTRIBUCIONES INHERENTES A LA NÓMINA,02,,,Funcionamiento
13241294049.0,10102,101,1,CAMARA DE REPRESENTANTES,Congreso de la república,Congreso de la república,GASTOS DE PERSONAL,01,PLANTA DE PERSONAL PERMANENTE,01,REMUNERACIONES NO CONSTITUTIVAS DE FACTOR SALARIAL,03,,,Funcionamiento
220796065996.0,10102,101,1,CAMARA DE REPRESENTANTES,Congreso de la república,Congreso de la república,ADQUISICIÓN DE BIENES  Y SERVICIOS,02,,,,,,,Funcionamiento
148400000.0,10102,101,1,CAMARA DE REPRESENTANTES,Congreso de la república,Congreso de la república,"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",08,IMPUESTOS ,01,,,,,Funcionamiento
19080000.0,10102,101,1,CAMARA DE REPRESENTANTES,Congreso de la república,Congreso de la república,"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",08,TASAS Y DERECHOS ADMINISTRATIVOS,03,,,,,Funcionamiento
1238080000.0,10102,101,1,CAMARA DE REPRESENTANTES,Congreso de la república,Congreso de la república,"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",08,CONTRIBUCIONES,04,CUOTA DE FISCALIZACIÓN Y AUDITAJE,01,,,Funcionamiento
146280000.0,10102,101,1,CAMARA DE REPRESENTANTES,Congreso de la república,Congreso de la república,"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",08,"MULTAS, SANCIONES E INTERESES DE MORA",05,,,,,Funcionamiento
1494959314.0,10102,101,1,CAMARA DE REPRESENTANTES,Congreso de la república,Congreso de la república,SERVICIO DE LA DEUDA PÚBLICA INTERNA,10,FONDO DE CONTINGENCIAS,04,APORTES AL FONDO DE CONTINGENCIAS,01,,,Deuda
47866191918.0,10102,101,1,CAMARA DE REPRESENTANTES,Congreso de la república,Congreso de la república,,,,,,,,,Inversión
96251726433.0,20101,201,2,PRESIDENCIA DE LA REPUBLICA - GESTION GENERAL,Presidencia de la república,Presidencia de la república,GASTOS DE PERSONAL,01,PLANTA DE PERSONAL PERMANENTE,01,SALARIO,01,,,Funcionamiento
33120396694.0,20101,201,2,PRESIDENCIA DE LA REPUBLICA - GESTION GENERAL,Presidencia de la república,Presidencia de la república,GASTOS DE PERSONAL,01,PLANTA DE PERSONAL PERMANENTE,01,CONTRIBUCIONES INHERENTES A LA NÓMINA,02,,,Funcionamiento
26251341770.0,20101,201,2,PRESIDENCIA DE LA REPUBLICA - GESTION GENERAL,Presidencia de la república,Presidencia de la república,GASTOS DE PERSONAL,01,PLANTA DE PERSONAL PERMANENTE,01,REMUNERACIONES NO CONSTITUTIVAS DE FACTOR SALARIAL,03,,,Funcionamiento
87563466427.0,20101,201,2,PRESIDENCIA DE LA REPUBLICA - GESTION GENERAL,Presidencia de la república,Presidencia de la república,ADQUISICIÓN DE BIENES  Y SERVICIOS,02,,,,,,,Funcionamiento
165882180865.0,20101,201,2,PRESIDENCIA DE LA REPUBLICA - GESTION GENERAL,Presidencia de la república,Presidencia de la república,TRANSFERENCIAS CORRIENTES,03,A ENTIDADES DEL GOBIERNO,03,A ÓRGANOS DEL PGN,01,FONDO DE PROGRAMAS ESPECIALES PARA LA PAZ,051,Funcionamiento
1965550000.0,20101,201,2,PRESIDENCIA DE LA REPUBLICA - GESTION GENERAL,Presidencia de la república,Presidencia de la república,TRANSFERENCIAS CORRIENTES,03,A ENTIDADES DEL GOBIERNO,03,A ÓRGANOS DEL PGN,01,PLAN DE PROMOCIÓN DE COLOMBIA EN EL EXTERIOR,052,Funcionamiento
7144000000.0,20101,201,2,PRESIDENCIA DE LA REPUBLICA - GESTION GENERAL,Presidencia de la república,Presidencia de la república,TRANSFERENCIAS CORRIENTES,03,A ENTIDADES DEL GOBIERNO,03,A ÓRGANOS DEL PGN,01,"TRANSFERENCIAS PARA LA ESTRATEGIA DE INTERACCIÓN Y DIÁLOGO PERMANENTE ENTRE LAS AUTORIDADES DE ORDEN TERRITORIAL, GOBIERNO NACIONAL Y LOS CIUDADANOS",077,Funcionamiento
493657839942.0,20101,201,2,PRESIDENCIA DE LA REPUBLICA - GESTION GENERAL,Presidencia de la república,Presidencia de la república,TRANSFERENCIAS CORRIENTES,03,A ENTIDADES DEL GOBIERNO,03,A OTRAS ENTIDADES DEL GOBIERNO GENERAL,04,FONDO COLOMBIA EN PAZ (FCP) - DECRETO 691 DE 2017,036,Funcionamiento
80000000000.0,20101,201,2,PRESIDENCIA DE LA REPUBLICA - GESTION GENERAL,Presidencia de la república,Presidencia de la república,TRANSFERENCIAS CORRIENTES,03,A ENTIDADES DEL GOBIERNO,03,A OTRAS ENTIDADES DEL GOBIERNO GENERAL,04,FONDO MUJER EMPRENDE. DECRETO LEY 810 DE 2020 Y LEY 2069 DE 2020.,066,Funcionamiento
344000000.0,20101,201,2,PRESIDENCIA DE LA REPUBLICA - GESTION GENERAL,Presidencia de la república,Presidencia de la república,TRANSFERENCIAS CORRIENTES,03,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,04,PRESTACIONES SOCIALES RELACIONADAS CON EL EMPLEO,02,INCAPACIDADES Y LICENCIAS DE MATERNIDAD Y PATERNIDAD (NO DE PENSIONES),012,Funcionamiento
245921697.0,20101,201,2,PRESIDENCIA DE LA REPUBLICA - GESTION GENERAL,Presidencia de la república,Presidencia de la república,TRANSFERENCIAS CORRIENTES,03,BECAS Y OTROS BENEFICIOS DE EDUCACIÓN ,08,BECAS Y OTROS BENEFICIOS DE EDUCACIÓN ,01,TRANSFERENCIA CONVENIOS ICETEX,002,Funcionamiento
1572749769.0,20101,201,2,PRESIDENCIA DE LA REPUBLICA - GESTION GENERAL,Presidencia de la república,Presidencia de la república,TRANSFERENCIAS CORRIENTES,03,SENTENCIAS Y CONCILIACIONES,10,,,,,Funcionamiento
430360000.0,20101,201,2,PRESIDENCIA DE LA REPUBLICA - GESTION GENERAL,Presidencia de la república,Presidencia de la república,"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",08,IMPUESTOS ,01,,,,,Funcionamiento
85860000.0,20101,201,2,PRESIDENCIA DE LA REPUBLICA - GESTION GENERAL,Presidencia de la república,Presidencia de la república,"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",08,TASAS Y DERECHOS ADMINISTRATIVOS,03,,,,,Funcionamiento
873440000.0,20101,201,2,PRESIDENCIA DE LA REPUBLICA - GESTION GENERAL,Presidencia de la república,Presidencia de la república,"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",08,CONTRIBUCIONES,04,CUOTA DE FISCALIZACIÓN Y AUDITAJE,01,,,Funcionamiento
51940000.0,20101,201,2,PRESIDENCIA DE LA REPUBLICA - GESTION GENERAL,Presidencia de la república,Presidencia de la república,"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",08,CONTRIBUCIONES,04,CONTRIBUCIÓN NACIONAL DE VALORIZACIÓN,03,,,Funcionamiento
155590959833.0,20101,201,2,PRESIDENCIA DE LA REPUBLICA - GESTION GENERAL,Presidencia de la república,Presidencia de la república,,,,,,,,,Inversión
10409840520.0,20900,209,2,"AGENCIA PRESIDENCIAL DE COOPERACION INTERNACIONAL DE COLOMBIA, APC - COLOMBIA ",Presidencia de la república,"Agencia presidencial de cooperación internacional de colombia, apc - colombia",GASTOS DE PERSONAL,01,PLANTA DE PERSONAL PERMANENTE,01,SALARIO,01,,,Funcionamiento
3494757963.0,20900,209,2,"AGENCIA PRESIDENCIAL DE COOPERACION INTERNACIONAL DE COLOMBIA, APC - COLOMBIA ",Presidencia de la república,"Agencia presidencial de cooperación internacional de colombia, apc - colombia",GASTOS DE PERSONAL,01,PLANTA DE PERSONAL PERMANENTE,01,CONTRIBUCIONES INHERENTES A LA NÓMINA,02,,,Funcionamiento
1079013192.0,20900,209,2,"AGENCIA PRESIDENCIAL DE COOPERACION INTERNACIONAL DE COLOMBIA, APC - COLOMBIA ",Presidencia de la república,"Agencia presidencial de cooperación internacional de colombia, apc - colombia",GASTOS DE PERSONAL,01,PLANTA DE PERSONAL PERMANENTE,01,REMUNERACIONES NO CONSTITUTIVAS DE FACTOR SALARIAL,03,,,Funcionamiento
4499000000.0,20900,209,2,"AGENCIA PRESIDENCIAL DE COOPERACION INTERNACIONAL DE COLOMBIA, APC - COLOMBIA ",Presidencia de la república,"Agencia presidencial de cooperación internacional de colombia, apc - colombia",ADQUISICIÓN DE BIENES  Y SERVICIOS,02,,,,,,,Funcionamiento
21769050000.0,20900,209,2,"AGENCIA PRESIDENCIAL DE COOPERACION INTERNACIONAL DE COLOMBIA, APC - COLOMBIA ",Presidencia de la república,"Agencia presidencial de cooperación internacional de colombia, apc - colombia",TRANSFERENCIAS CORRIENTES,03,A GOBIERNOS Y ORGANIZACIONES INTERNACIONALES,02,A ORGANIZACIONES INTERNACIONALES ,02,,,Funcionamiento
87800000.0,20900,209,2,"AGENCIA PRESIDENCIAL DE COOPERACION INTERNACIONAL DE COLOMBIA, APC - COLOMBIA ",Presidencia de la república,"Agencia presidencial de cooperación internacional de colombia, apc - colombia",TRANSFERENCIAS CORRIENTES,03,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,04,PRESTACIONES SOCIALES RELACIONADAS CON EL EMPLEO,02,INCAPACIDADES Y LICENCIAS DE MATERNIDAD Y PATERNIDAD (NO DE PENSIONES),012,Funcionamiento
3000000.0,20900,209,2,"AGENCIA PRESIDENCIAL DE COOPERACION INTERNACIONAL DE COLOMBIA, APC - COLOMBIA ",Presidencia de la república,"Agencia presidencial de cooperación internacional de colombia, apc - colombia","GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",08,IMPUESTOS ,01,,,,,Funcionamiento
528000000.0,20900,209,2,"AGENCIA PRESIDENCIAL DE COOPERACION INTERNACIONAL DE COLOMBIA, APC - COLOMBIA ",Presidencia de la república,"Agencia presidencial de cooperación internacional de colombia, apc - colombia","GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",08,CONTRIBUCIONES,04,CUOTA DE FISCALIZACIÓN Y AUDITAJE,01,,,Funcionamiento
1625544948.0,20900,209,2,"AGENCIA PRESIDENCIAL DE COOPERACION INTERNACIONAL DE COLOMBIA, APC - COLOMBIA ",Presidencia de la república,"Agencia presidencial de cooperación internacional de colombia, apc - colombia",,,,,,,,,Inversión
97940560000.0,20900,209,2,"AGENCIA PRESIDENCIAL DE COOPERACION INTERNACIONAL DE COLOMBIA, APC - COLOMBIA ",Presidencia de la república,"Agencia presidencial de cooperación internacional de colombia, apc - colombia",,,,,,,,,Inversión
8383822676.0,21100,211,2,UNIDAD NACIONAL PARA LA GESTION DEL RIESGO DE DESASTRES ,Presidencia de la república,Unidad nacional para la gestión del riesgo de desastres,GASTOS DE PERSONAL,01,PLANTA DE PERSONAL PERMANENTE,01,SALARIO,01,,,Funcionamiento
3531183010.0,21100,211,2,UNIDAD NACIONAL PARA LA GESTION DEL RIESGO DE DESASTRES ,Presidencia de la república,Unidad nacional para la gestión del riesgo de desastres,GASTOS DE PERSONAL,01,PLANTA DE PERSONAL PERMANENTE,01,CONTRIBUCIONES INHERENTES A LA NÓMINA,02,,,Funcionamiento
1258793384.0,21100,211,2,UNIDAD NACIONAL PARA LA GESTION DEL RIESGO DE DESASTRES ,Presidencia de la república,Unidad nacional para la gestión del riesgo de desastres,GASTOS DE PERSONAL,01,PLANTA DE PERSONAL PERMANENTE,01,REMUNERACIONES NO CONSTITUTIVAS DE FACTOR SALARIAL,03,,,Funcionamiento
14371056787.0,21100,211,2,UNIDAD NACIONAL PARA LA GESTION DEL RIESGO DE DESASTRES ,Presidencia de la república,Unidad nacional para la gestión del riesgo de desastres,ADQUISICIÓN DE BIENES  Y SERVICIOS,02,,,,,,,Funcionamiento
554589745277.0,21100,211,2,UNIDAD NACIONAL PARA LA GESTION DEL RIESGO DE DESASTRES ,Presidencia de la república,Unidad nacional para la gestión del riesgo de desastres,TRANSFERENCIAS CORRIENTES,03,A ENTIDADES DEL GOBIERNO,03,A OTRAS ENTIDADES DEL GOBIERNO GENERAL,04,ATENCIÓN DE DESASTRES Y EMERGENCIAS EN EL TERRITORIO NACIONAL -FONDO NACIONAL DE GESTION DEL RIESGO DE DESASTRES,013,Funcionamiento
23500000.0,21100,211,2,UNIDAD NACIONAL PARA LA GESTION DEL RIESGO DE DESASTRES ,Presidencia de la república,Unidad nacional para la gestión del riesgo de desastres,TRANSFERENCIAS CORRIENTES,03,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,04,PRESTACIONES SOCIALES RELACIONADAS CON EL EMPLEO,02,INCAPACIDADES Y LICENCIAS DE MATERNIDAD Y PATERNIDAD (NO DE PENSIONES),012,Funcionamiento
669500.0,21100,211,2,UNIDAD NACIONAL PARA LA GESTION DEL RIESGO DE DESASTRES ,Presidencia de la república,Unidad nacional para la gestión del riesgo de desastres,"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",08,IMPUESTOS ,01,,,,,Funcionamiento
1403177166.0,21100,211,2,UNIDAD NACIONAL PARA LA GESTION DEL RIESGO DE DESASTRES ,Presidencia de la república,Unidad nacional para la gestión del riesgo de desastres,"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",08,CONTRIBUCIONES,04,CUOTA DE FISCALIZACIÓN Y AUDITAJE,01,,,Funcionamiento
28588689702.0,21100,211,2,UNIDAD NACIONAL PARA LA GESTION DEL RIESGO DE DESASTRES ,Presidencia de la república,Unidad nacional para la gestión del riesgo de desastres,SERVICIO DE LA DEUDA PÚBLICA INTERNA,10,FONDO DE CONTINGENCIAS,04,APORTES AL FONDO DE CONTINGENCIAS,01,,,Deuda
15348968649.0,21100,211,2,UNIDAD NACIONAL PARA LA GESTION DEL RIESGO DE DESASTRES ,Presidencia de la república,Unidad nacional para la gestión del riesgo de desastres,,,,,,,,,Inversión
36131497251.0,21200,212,2,AGENCIA PARA LA REINCORPORACION Y LA NORMALIZACION - ARN,Presidencia de la república,Agencia para la reincorporación y la normalización - arn,GASTOS DE PERSONAL,01,PLANTA DE PERSONAL PERMANENTE,01,SALARIO,01,,,Funcionamiento
13669732913.0,21200,212,2,AGENCIA PARA LA REINCORPORACION Y LA NORMALIZACION - ARN,Presidencia de la república,Agencia para la reincorporación y la normalización - arn,GASTOS DE PERSONAL,01,PLANTA DE PERSONAL PERMANENTE,01,CONTRIBUCIONES INHERENTES A LA NÓMINA,02,,,Funcionamiento
4509589936.0,21200,212,2,AGENCIA PARA LA REINCORPORACION Y LA NORMALIZACION - ARN,Presidencia de la república,Agencia para la reincorporación y la normalización - arn,GASTOS DE PERSONAL,01,PLANTA DE PERSONAL PERMANENTE,01,REMUNERACIONES NO CONSTITUTIVAS DE FACTOR SALARIAL,03,,,Funcionamiento
9286000000.0,21200,212,2,AGENCIA PARA LA REINCORPORACION Y LA NORMALIZACION - ARN,Presidencia de la república,Agencia para la reincorporación y la normalización - arn,ADQUISICIÓN DE BIENES  Y SERVICIOS,02,,,,,,,Funcionamiento
270545405700.0,21200,212,2,AGENCIA PARA LA REINCORPORACION Y LA NORMALIZACION - ARN,Presidencia de la república,Agencia para la reincorporación y la normalización - arn,TRANSFERENCIAS CORRIENTES,03,A ENTIDADES DEL GOBIERNO,03,A ÓRGANOS DEL PGN,01,FONDO DE PROGRAMAS ESPECIALES PARA LA PAZ: PROGRAMA DE REINTEGRACIÓN SOCIAL Y ECONÓMICA,001,Funcionamiento
200000000.0,21200,212,2,AGENCIA PARA LA REINCORPORACION Y LA NORMALIZACION - ARN,Presidencia de la república,Agencia para la reincorporación y la normalización - arn,TRANSFERENCIAS CORRIENTES,03,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,04,PRESTACIONES SOCIALES RELACIONADAS CON EL EMPLEO,02,INCAPACIDADES Y LICENCIAS DE MATERNIDAD Y PATERNIDAD (NO DE PENSIONES),012,Funcionamiento
21524745.0,21200,212,2,AGENCIA PARA LA REINCORPORACION Y LA NORMALIZACION - ARN,Presidencia de la república,Agencia para la reincorporación y la normalización - arn,"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",08,IMPUESTOS ,01,,,,,Funcionamiento
741675255.0,21200,212,2,AGENCIA PARA LA REINCORPORACION Y LA NORMALIZACION - ARN,Presidencia de la república,Agencia para la reincorporación y la normalización - arn,"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",08,CONTRIBUCIONES,04,CUOTA DE FISCALIZACIÓN Y AUDITAJE,01,,,Funcionamiento
1383329779.0,21200,212,2,AGENCIA PARA LA REINCORPORACION Y LA NORMALIZACION - ARN,Presidencia de la república,Agencia para la reincorporación y la normalización - arn,SERVICIO DE LA DEUDA PÚBLICA INTERNA,10,FONDO DE CONTINGENCIAS,04,APORTES AL FONDO DE CONTINGENCIAS,01,,,Deuda
1269956990.0,21200,212,2,AGENCIA PARA LA REINCORPORACION Y LA NORMALIZACION - ARN,Presidencia de la república,Agencia para la reincorporación y la normalización - arn,,,,,,,,,Inversión
3421638685.0,21300,213,2,AGENCIA NACIONAL INMOBILIARIA VIRGILIO BARCO VARGAS,Presidencia de la república,Agencia nacional inmobiliaria virgilio barco vargas,GASTOS DE PERSONAL,01,PLANTA DE PERSONAL PERMANENTE,01,SALARIO,01,,,Funcionamiento
1170854949.0,21300,213,2,AGENCIA NACIONAL INMOBILIARIA VIRGILIO BARCO VARGAS,Presidencia de la república,Agencia nacional inmobiliaria virgilio barco vargas,GASTOS DE PERSONAL,01,PLANTA DE PERSONAL PERMANENTE,01,CONTRIBUCIONES INHERENTES A LA NÓMINA,02,,,Funcionamiento
920957735.0,21300,213,2,AGENCIA NACIONAL INMOBILIARIA VIRGILIO BARCO VARGAS,Presidencia de la república,Agencia nacional inmobiliaria virgilio barco vargas,GASTOS DE PERSONAL,01,PLANTA DE PERSONAL PERMANENTE,01,REMUNERACIONES NO CONSTITUTIVAS DE FACTOR SALARIAL,03,,,Funcionamiento
6798216263.0,21300,213,2,AGENCIA NACIONAL INMOBILIARIA VIRGILIO BARCO VARGAS,Presidencia de la república,Agencia nacional inmobiliaria virgilio barco vargas,ADQUISICIÓN DE BIENES  Y SERVICIOS,02,,,,,,,Funcionamiento
16386000.0,21300,213,2,AGENCIA NACIONAL INMOBILIARIA VIRGILIO BARCO VARGAS,Presidencia de la república,Agencia nacional inmobiliaria virgilio barco vargas,TRANSFERENCIAS CORRIENTES,03,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,04,PRESTACIONES SOCIALES RELACIONADAS CON EL EMPLEO,02,INCAPACIDADES Y LICENCIAS DE MATERNIDAD Y PATERNIDAD (NO DE PENSIONES),012,Funcionamiento
75260000.0,21300,213,2,AGENCIA NACIONAL INMOBILIARIA VIRGILIO BARCO VARGAS,Presidencia de la república,Agencia nacional inmobiliaria virgilio barco vargas,"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",08,IMPUESTOS ,01,,,,,Funcionamiento
180200000.0,21300,213,2,AGENCIA NACIONAL INMOBILIARIA VIRGILIO BARCO VARGAS,Presidencia de la república,Agencia nacional inmobiliaria virgilio barco vargas,"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",08,CONTRIBUCIONES,04,CUOTA DE FISCALIZACIÓN Y AUDITAJE,01,,,Funcionamiento
33015251903.0,21300,213,2,AGENCIA NACIONAL INMOBILIARIA VIRGILIO BARCO VARGAS,Presidencia de la república,Agencia nacional inmobiliaria virgilio barco vargas,,,,,,,,,Inversión
43771012724.0,21401,214,2,AGENCIA DE RENOVACION DEL TERRITORIO ART - GESTION GENERAL,Presidencia de la república,Agencia de renovación del territorio - art,GASTOS DE PERSONAL,01,PLANTA DE PERSONAL PERMANENTE,01,SALARIO,01,,,Funcionamiento
15111701524.0,21401,214,2,AGENCIA DE RENOVACION DEL TERRITORIO ART - GESTION GENERAL,Presidencia de la república,Agencia de renovación del territorio - art,GASTOS DE PERSONAL,01,PLANTA DE PERSONAL PERMANENTE,01,CONTRIBUCIONES INHERENTES A LA NÓMINA,02,,,Funcionamiento
2852940651.0,21401,214,2,AGENCIA DE RENOVACION DEL TERRITORIO ART - GESTION GENERAL,Presidencia de la república,Agencia de renovación del territorio - art,GASTOS DE PERSONAL,01,PLANTA DE PERSONAL PERMANENTE,01,REMUNERACIONES NO CONSTITUTIVAS DE FACTOR SALARIAL,03,,,Funcionamiento
12142566308.0,21401,214,2,AGENCIA DE RENOVACION DEL TERRITORIO ART - GESTION GENERAL,Presidencia de la república,Agencia de renovación del territorio - art,ADQUISICIÓN DE BIENES  Y SERVICIOS,02,,,,,,,Funcionamiento
250000000.0,21401,214,2,AGENCIA DE RENOVACION DEL TERRITORIO ART - GESTION GENERAL,Presidencia de la república,Agencia de renovación del territorio - art,TRANSFERENCIAS CORRIENTES,03,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,04,PRESTACIONES SOCIALES RELACIONADAS CON EL EMPLEO,02,INCAPACIDADES Y LICENCIAS DE MATERNIDAD Y PATERNIDAD (NO DE PENSIONES),012,Funcionamiento
1054495193.0,21401,214,2,AGENCIA DE RENOVACION DEL TERRITORIO ART - GESTION GENERAL,Presidencia de la república,Agencia de renovación del territorio - art,TRANSFERENCIAS CORRIENTES,03,SENTENCIAS Y CONCILIACIONES,10,,,,,Funcionamiento
15000000.0,21401,214,2,AGENCIA DE RENOVACION DEL TERRITORIO ART - GESTION GENERAL,Presidencia de la república,Agencia de renovación del territorio - art,"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",08,IMPUESTOS ,01,,,,,Funcionamiento
249000000.0,21401,214,2,AGENCIA DE RENOVACION DEL TERRITORIO ART - GESTION GENERAL,Presidencia de la república,Agencia de renovación del territorio - art,"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",08,CONTRIBUCIONES,04,CUOTA DE FISCALIZACIÓN Y AUDITAJE,01,,,Funcionamiento
54000000.0,21401,214,2,AGENCIA DE RENOVACION DEL TERRITORIO ART - GESTION GENERAL,Presidencia de la república,Agencia de renovación del territorio - art,"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",08,"MULTAS, SANCIONES E INTERESES DE MORA",05,,,,,Funcionamiento
784677854.0,21401,214,2,AGENCIA DE RENOVACION DEL TERRITORIO ART - GESTION GENERAL,Presidencia de la república,Agencia de renovación del territorio - art,SERVICIO DE LA DEUDA PÚBLICA INTERNA,10,FONDO DE CONTINGENCIAS,04,APORTES AL FONDO DE CONTINGENCIAS,01,,,Deuda
44675277063.0,21401,214,2,AGENCIA DE RENOVACION DEL TERRITORIO ART - GESTION GENERAL,Presidencia de la república,Agencia de renovación del territorio - art,,,,,,,,,Inversión
1801973978.0,21402,214,2,DIRECCIÓN DE SUSTITUCIÓN DE CULTIVOS DE USO ILÍCITO,Presidencia de la república,Agencia de renovación del territorio - art,GASTOS DE PERSONAL,01,PLANTA DE PERSONAL PERMANENTE,01,SALARIO,01,,,Funcionamiento
623412646.0,21402,214,2,DIRECCIÓN DE SUSTITUCIÓN DE CULTIVOS DE USO ILÍCITO,Presidencia de la república,Agencia de renovación del territorio - art,GASTOS DE PERSONAL,01,PLANTA DE PERSONAL PERMANENTE,01,CONTRIBUCIONES INHERENTES A LA NÓMINA,02,,,Funcionamiento
105153773.0,21402,214,2,DIRECCIÓN DE SUSTITUCIÓN DE CULTIVOS DE USO ILÍCITO,Presidencia de la república,Agencia de renovación del territorio - art,GASTOS DE PERSONAL,01,PLANTA DE PERSONAL PERMANENTE,01,REMUNERACIONES NO CONSTITUTIVAS DE FACTOR SALARIAL,03,,,Funcionamiento
