Cuenta,Subcuenta,Objeto,Ordinal,TOTAL,Código de entidad,Tipo de gasto,Entidad,Código de sector,Sector,Unidad,Código de unidad,Cuenta_n,Subcuenta_n,Objeto_n,Ordinal_n,Año,Indice_base_2025,TOTAL_const
ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIONES DIFERENTES DE ACTIVOS,,,7816081285.0,212,Funcionamiento,Agencia para la reincorporación y la normalización - arn,2,Presidencia de la república,,,02,02,,,2019,68.50103299557757,11410165574.44412
TRANSFERENCIAS CORRIENTES,A ENTIDADES DEL GOBIERNO,A ÓRGANOS DEL PGN,FONDO DE PROGRAMAS ESPECIALES PARA LA PAZ: PROGRAMA DE REINTEGRACIÓN SOCIAL Y ECONÓMICA,96761506300.0,212,Funcionamiento,Agencia para la reincorporación y la normalización - arn,2,Presidencia de la república,,,03,03,01,001,2019,68.50103299557757,141255543264.94162
"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",IMPUESTOS ,,,318000.0,212,Funcionamiento,Agencia para la reincorporación y la normalización - arn,2,Presidencia de la república,,,08,01,,,2019,68.50103299557757,464226.576
"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",CONTRIBUCIONES,CUOTA DE FISCALIZACIÓN Y AUDITAJE,,239764000.0,212,Funcionamiento,Agencia para la reincorporación y la normalización - arn,2,Presidencia de la república,,,08,04,01,,2019,68.50103299557757,350015159.648
GASTOS DE PERSONAL,PLANTA DE PERSONAL PERMANENTE,SALARIO,,2131112255.0,213,Funcionamiento,Agencia nacional inmobiliaria virgilio barco vargas,2,Presidencia de la república,,,01,01,01,,2019,68.50103299557757,3111065865.44116
GASTOS DE PERSONAL,PLANTA DE PERSONAL PERMANENTE,CONTRIBUCIONES INHERENTES A LA NÓMINA,,903849700.0,213,Funcionamiento,Agencia nacional inmobiliaria virgilio barco vargas,2,Presidencia de la república,,,01,01,02,,2019,68.50103299557757,1319468715.2504
GASTOS DE PERSONAL,PLANTA DE PERSONAL PERMANENTE,REMUNERACIONES NO CONSTITUTIVAS DE FACTOR SALARIAL,,689129100.0,213,Funcionamiento,Agencia nacional inmobiliaria virgilio barco vargas,2,Presidencia de la república,,,01,01,03,,2019,68.50103299557757,1006012712.3112
ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE ACTIVOS NO FINANCIEROS,,,2500000.0,213,Funcionamiento,Agencia nacional inmobiliaria virgilio barco vargas,2,Presidencia de la república,,,02,01,,,2019,68.50103299557757,3649580.0
ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIONES DIFERENTES DE ACTIVOS,,,1090697680.0,213,Funcionamiento,Agencia nacional inmobiliaria virgilio barco vargas,2,Presidencia de la república,,,02,02,,,2019,68.50103299557757,1592235375.58976
TRANSFERENCIAS CORRIENTES,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,PRESTACIONES SOCIALES RELACIONADAS CON EL EMPLEO,INCAPACIDADES Y LICENCIAS DE MATERNIDAD Y PATERNIDAD (NO DE PENSIONES),10000000.0,213,Funcionamiento,Agencia nacional inmobiliaria virgilio barco vargas,2,Presidencia de la república,,,03,04,02,012,2019,68.50103299557757,14598320.0
"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",IMPUESTOS ,,,55613820.0,213,Funcionamiento,Agencia nacional inmobiliaria virgilio barco vargas,2,Presidencia de la república,,,08,01,,,2019,68.50103299557757,81186834.07824
"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",CONTRIBUCIONES,CUOTA DE FISCALIZACIÓN Y AUDITAJE,,85490000.0,213,Funcionamiento,Agencia nacional inmobiliaria virgilio barco vargas,2,Presidencia de la república,,,08,04,01,,2019,68.50103299557757,124801037.68
GASTOS DE PERSONAL,PLANTA DE PERSONAL PERMANENTE,SALARIO,,22039000000.0,301,Funcionamiento,Departamento administrativo nacional de planeación,3,Planeación,,,01,01,01,,2019,68.50103299557757,32173237448.0
GASTOS DE PERSONAL,PLANTA DE PERSONAL PERMANENTE,CONTRIBUCIONES INHERENTES A LA NÓMINA,,7908000000.0,301,Funcionamiento,Departamento administrativo nacional de planeación,3,Planeación,,,01,01,02,,2019,68.50103299557757,11544351456.0
GASTOS DE PERSONAL,PLANTA DE PERSONAL PERMANENTE,REMUNERACIONES NO CONSTITUTIVAS DE FACTOR SALARIAL,,4906000000.0,301,Funcionamiento,Departamento administrativo nacional de planeación,3,Planeación,,,01,01,03,,2019,68.50103299557757,7161935792.0
ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE ACTIVOS NO FINANCIEROS,,,318000000.0,301,Funcionamiento,Departamento administrativo nacional de planeación,3,Planeación,,,02,01,,,2019,68.50103299557757,464226576.0
ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIONES DIFERENTES DE ACTIVOS,,,30989337000.0,301,Funcionamiento,Departamento administrativo nacional de planeación,3,Planeación,,,02,02,,,2019,68.50103299557757,45239225811.384
TRANSFERENCIAS CORRIENTES,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,PRESTACIONES SOCIALES RELACIONADAS CON EL EMPLEO,MESADAS PENSIONALES (DE PENSIONES),950000000.0,301,Funcionamiento,Departamento administrativo nacional de planeación,3,Planeación,,,03,04,02,001,2019,68.50103299557757,1386840400.0
TRANSFERENCIAS CORRIENTES,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,PRESTACIONES SOCIALES RELACIONADAS CON EL EMPLEO,CUOTAS PARTES PENSIONALES (DE PENSIONES),547000000.0,301,Funcionamiento,Departamento administrativo nacional de planeación,3,Planeación,,,03,04,02,002,2019,68.50103299557757,798528104.0
TRANSFERENCIAS CORRIENTES,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,PRESTACIONES SOCIALES RELACIONADAS CON EL EMPLEO,BONOS PENSIONALES (DE PENSIONES),390000000.0,301,Funcionamiento,Departamento administrativo nacional de planeación,3,Planeación,,,03,04,02,004,2019,68.50103299557757,569334480.0
TRANSFERENCIAS CORRIENTES,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,PRESTACIONES SOCIALES RELACIONADAS CON EL EMPLEO,INCAPACIDADES Y LICENCIAS DE MATERNIDAD Y PATERNIDAD (NO DE PENSIONES),173300000.0,301,Funcionamiento,Departamento administrativo nacional de planeación,3,Planeación,,,03,04,02,012,2019,68.50103299557757,252988885.6
TRANSFERENCIAS CORRIENTES,SENTENCIAS Y CONCILIACIONES,FALLOS NACIONALES,CONCILIACIONES,1049000000.0,301,Funcionamiento,Departamento administrativo nacional de planeación,3,Planeación,,,03,10,01,002,2019,68.50103299557757,1531363768.0
"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",IMPUESTOS ,,,59000000.0,301,Funcionamiento,Departamento administrativo nacional de planeación,3,Planeación,,,08,01,,,2019,68.50103299557757,86130088.0
"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",CONTRIBUCIONES,CUOTA DE FISCALIZACIÓN Y AUDITAJE,,736000000.0,301,Funcionamiento,Departamento administrativo nacional de planeación,3,Planeación,,,08,04,01,,2019,68.50103299557757,1074436352.0
GASTOS DE PERSONAL,PLANTA DE PERSONAL PERMANENTE,SALARIO,,3739000000.0,303,Funcionamiento,Unidad administrativa especial - agencia nacional de contratación pública - colombia compra eficiente,3,Planeación,,,01,01,01,,2019,68.50103299557757,5458311848.0
GASTOS DE PERSONAL,PLANTA DE PERSONAL PERMANENTE,CONTRIBUCIONES INHERENTES A LA NÓMINA,,1291000000.0,303,Funcionamiento,Unidad administrativa especial - agencia nacional de contratación pública - colombia compra eficiente,3,Planeación,,,01,01,02,,2019,68.50103299557757,1884643112.0
GASTOS DE PERSONAL,PLANTA DE PERSONAL PERMANENTE,REMUNERACIONES NO CONSTITUTIVAS DE FACTOR SALARIAL,,484000000.0,303,Funcionamiento,Unidad administrativa especial - agencia nacional de contratación pública - colombia compra eficiente,3,Planeación,,,01,01,03,,2019,68.50103299557757,706558688.0
ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIONES DIFERENTES DE ACTIVOS,,,3724000000.0,303,Funcionamiento,Unidad administrativa especial - agencia nacional de contratación pública - colombia compra eficiente,3,Planeación,,,02,02,,,2019,68.50103299557757,5436414368.0
TRANSFERENCIAS CORRIENTES,PRESTACIONES PARA CUBRIR RIESGOS SOCIALES,PRESTACIONES SOCIALES RELACIONADAS CON EL EMPLEO,INCAPACIDADES Y LICENCIAS DE MATERNIDAD Y PATERNIDAD (NO DE PENSIONES),9000000.0,303,Funcionamiento,Unidad administrativa especial - agencia nacional de contratación pública - colombia compra eficiente,3,Planeación,,,03,04,02,012,2019,68.50103299557757,13138488.0
"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",IMPUESTOS ,,,4000000.0,303,Funcionamiento,Unidad administrativa especial - agencia nacional de contratación pública - colombia compra eficiente,3,Planeación,,,08,01,,,2019,68.50103299557757,5839328.0
"GASTOS POR TRIBUTOS, MULTAS, SANCIONES E INTERESES DE MORA",CONTRIBUCIONES,CUOTA DE FISCALIZACIÓN Y AUDITAJE,,29000000.0,303,Funcionamiento,Unidad administrativa especial - agencia nacional de contratación pública - colombia compra eficiente,3,Planeación,,,08,04,01,,2019,68.50103299557757,42335128.0
GASTOS DE PERSONAL,PLANTA DE PERSONAL PERMANENTE,SALARIO,,15688100000.0,324,Funcionamiento,Superintendencia de servicios públicos domiciliarios,3,Planeación,,,01,01,01,,2019,68.50103299557757,22901990399.2
GASTOS DE PERSONAL,PLANTA DE PERSONAL PERMANENTE,CONTRIBUCIONES INHERENTES A LA NÓMINA,,6491400000.0,324,Funcionamiento,Superintendencia de servicios públicos domiciliarios,3,Planeación,,,01,01,02,,2019,68.50103299557757,9476353444.8
GASTOS DE PERSONAL,PLANTA DE PERSONAL PERMANENTE,REMUNERACIONES NO CONSTITUTIVAS DE FACTOR SALARIAL,,1953900000.0,324,Funcionamiento,Superintendencia de servicios públicos domiciliarios,3,Planeación,,,01,01,03,,2019,68.50103299557757,2852365744.8
GASTOS DE PERSONAL,PLANTA DE PERSONAL PERMANENTE,OTROS GASTOS DE PERSONAL - DISTRIBUCIÓN PREVIO CONCEPTO DGPPN,,4271400000.0,324,Funcionamiento,Superintendencia de servicios públicos domiciliarios,3,Planeación,,,01,01,04,,2019,68.50103299557757,6235526404.8
ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIÓN DE ACTIVOS NO FINANCIEROS,,,100000000.0,324,Funcionamiento,Superintendencia de servicios públicos domiciliarios,3,Planeación,,,02,01,,,2019,68.50103299557757,145983200.0
ADQUISICIÓN DE BIENES  Y SERVICIOS,ADQUISICIONES DIFERENTES DE ACTIVOS,,,46293886718.0,324,Funcionamiento,Superintendencia de servicios públicos domiciliarios,3,Planeación,,,02,02,,,2019,68.50103299557757,67581297235.31138
TRANSFERENCIAS CORRIENTES,A ENTIDADES DEL GOBIERNO,A ÓRGANOS DEL PGN,FONDO EMPRESARIAL - LEY 812 DE 2003,27711987514.0,324,Funcionamiento,Superintendencia de servicios públicos domiciliarios,3,Planeación,,,03,03,01,055,2019,68.50103299557757,40454846156.53765
